# Age,Chinese Name,Code,Country Of Origin,Dam,English Name,Foaling Date,Former Name,Import Type,Sire,_id,awt,class,code,date,dhw,dist,draw,finishTime,going,horseName,horseNo,jockey,lbw,money,odds,plc,raceCource,raceName,raceNo,road,runPos,trainer
9,頌友 ,N360,NZ,Mrs Zoff,HEARTS KEEPER,10/09/2009,----,PPG,Keeper,5cc1847ecce52f167ae9ce69,121,Class 4,N360,2016/11/02,1242,1200M,9,1:09.73,GOOD,HEARTS KEEPER,8,S Clipperton,-,840000,15,1,ST,SHEK UK SHAN HANDICAP,2,ALL WEATHER TRACK,7 6 1,D E Ferraris
8,君悅灣 ,P421,NZ,Haberdashery,GRAND HARBOUR,16/11/2010,----,PPG,Savabeel,5cc1847ecce52f167ae9ce6a,133,Class 4,P421,2016/11/02,1181,1200M,12,1:09.77,GOOD,GRAND HARBOUR,1,O Doleuze,HD,840000,32,2,ST,SHEK UK SHAN HANDICAP,2,ALL WEATHER TRACK,4 3 2,C W Chang
6,競駿時代 ,V116,GB,Age Of Chivalry,YOUNG EMPIRE,17/02/2013,Age Of Empire,PP,Royal Applause,5cc1847ecce52f167ae9ce70,133,Class 4,V116,2016/11/02,1039,1200M,10,1:10.52,GOOD,YOUNG EMPIRE,2,B Prebble,5,840000,19,7,ST,SHEK UK SHAN HANDICAP,2,ALL WEATHER TRACK,1 1 7,W Y So
7,漸信名駒 ,T253,USA,Aucilla,JIMSON THE FAMOUS,26/03/2012,----,PPG,Yes It's True,5cc1847ecce52f167ae9ce7a,133,Class 5,T253,2016/11/02,1069,1650M,7,1:41.60,GOOD,JIMSON THE FAMOUS,2,Z Purton,4-3/4,630000,3.2,5,ST,WA MEI SHAN HANDICAP,3,ALL WEATHER TRACK,1 2 2 5,C H Yip
7,駕迅 ,T063,AUS,Rondalla,AMBITIOUS SPEEDY,14/09/2011,Dallas Cowboy,PPG,Bon Hoffa,5cc1847ecce52f167ae9ce7d,132,Class 5,T063,2016/11/02,1172,1650M,6,1:41.79,GOOD,AMBITIOUS SPEEDY,3,H W Lai,6,630000,17,8,ST,WA MEI SHAN HANDICAP,3,ALL WEATHER TRACK,9 9 9 8,A Lee
7,大天龍 ,T339,NZ,Lucida,MASSIVE POWER,29/08/2011,----,ISG,Pins,5cc1847ecce52f167ae9ce8d,114,Class 4,T339,2016/11/02,1111,1200M,5,1:12.06,GOOD,MASSIVE POWER,12,H W Lai,13-1/4,840000,62,12,ST,SHEK UK SHAN HANDICAP,4,ALL WEATHER TRACK,7 10 12,L Ho
7,添好運 ,T306,AUS,Lucky Beauty,TEAM FORTUNE,20/09/2011,Clay,PPG,I Am Invincible,5cc1847ecce52f167ae9ce8f,132,Class 3,T306,2016/11/02,1161,1200M,11,1:09.58,GOOD,TEAM FORTUNE,2,S de Sousa,-,1235000,3,1,ST,HEBE HILL HANDICAP,5,ALL WEATHER TRACK,5 6 1,W Y So
7,香江穩勝 ,T254,AUS,Miss Love,HARBOUR ALERT,21/08/2011,Harbour Alert,PP,Alert,5cc1847ecce52f167ae9ce90,123,Class 3,T254,2016/11/02,1291,1200M,9,1:09.78,GOOD,HARBOUR ALERT,8,C Schofield,1-1/4,1235000,6.7,3,ST,HEBE HILL HANDICAP,5,ALL WEATHER TRACK,3 2 3,P O'Sullivan
6,龍船 ,V186,IRE,Dreamaway,BIG BANG BONG,02/02/2013,Bing Bang Bong,PP,Big Bad Bob,5cc1847ecce52f167ae9ce91,124,Class 3,V186,2016/11/02,1069,1200M,5,1:09.88,GOOD,BIG BANG BONG,7,B Prebble,1-3/4,1235000,29,4,ST,HEBE HILL HANDICAP,5,ALL WEATHER TRACK,10 10 4,J Size
6,超然 ,V255,AUS,Sister Livia,STAR SUPERIOR,09/10/2012,Montana Star,PP,Reward For Effort,5cc1847ecce52f167ae9ce92,120,Class 3,V255,2016/11/02,1087,1200M,7,1:10.08,GOOD,STAR SUPERIOR,10,O Doleuze,3,1235000,22,5,ST,HEBE HILL HANDICAP,5,ALL WEATHER TRACK,7 4 5,C W Chang
7,威利熱流 ,T281,AUS,Dizelle,WILLIE WAY,11/10/2011,Willie Way,PPG,More Than Ready,5cc1847ecce52f167ae9ce9a,125,Class 4,T281,2016/11/02,1139,1800M,13,1:49.68,GOOD,WILLIE WAY,7,Z Purton,-,840000,8.1,1,ST,TIN HA SHAN HANDICAP,6,ALL WEATHER TRACK,8 9 9 9 1,P O'Sullivan
8,好腳頭 ,S131,NZ,Mrs Squillionaire,GOOD FIT,03/11/2010,----,PPG,Encosta de Lago,5cc1847ecce52f167ae9ce9d,122,Class 4,S131,2016/11/02,1125,1800M,4,1:50.04,GOOD,GOOD FIT,9,O Doleuze,2-1/4,840000,10,3,ST,TIN HA SHAN HANDICAP,6,ALL WEATHER TRACK,7 7 7 7 3,C W Chang
8,事必獲利 ,T002,AUS,Mota,SPEEDY WALLY,10/09/2010,Speedy Wally,PP,Shinzig,5cc1847ecce52f167ae9ce9f,119,Class 4,T002,2016/11/02,1097,1800M,11,1:50.45,GOOD,SPEEDY WALLY,11,K Teetan,4-3/4,840000,46,6,ST,TIN HA SHAN HANDICAP,6,ALL WEATHER TRACK,13 11 11 11 6,C Fownes
9,威勢之寶 ,P425,IRE,Irish Style,IMPERIAL CONCORDE,28/01/2010,Imperial Concorde,PP,High Chaparral,5cc1847ecce52f167ae9cea3,119,Class 4,P425,2016/11/02,1136,1800M,1,1:51.16,GOOD,IMPERIAL CONCORDE,10,S de Sousa,9-1/4,840000,7.1,10,ST,TIN HA SHAN HANDICAP,6,ALL WEATHER TRACK,11 10 10 10 10,K W Lui
6,華麗再現 ,V326,AUS,Ocean Pearl,GORGEOUS AGAIN,17/08/2012,----,ISG,Fastnet Rock,5cc1847ecce52f167ae9cea4,111,Class 4,V326,2016/11/02,1049,1800M,7,1:51.16,GOOD,GORGEOUS AGAIN,12,K K Chiong,9-1/4,840000,140,11,ST,TIN HA SHAN HANDICAP,6,ALL WEATHER TRACK,14 12 12 12 11,C S Shum
8,真好漢 ,T213,AUS,Santoya,SUPER MAN,24/08/2010,Santoya Cat,PP,Tale Of The Cat,5cc1847ecce52f167ae9cea9,124,Class 3,T213,2016/11/02,1190,1200M,4,1:09.28,GOOD,SUPER MAN,8,B Prebble,-,1235000,3.2,1,ST,HEBE HILL HANDICAP,7,ALL WEATHER TRACK,4 3 1,W Y So
6,綠勇士 ,V126,AUS,Cristallo,GREEN CARD,30/08/2012,Green Card,PP,All American,5cc1847ecce52f167ae9ceb2,132,Class 3,V126,2016/11/02,1169,1200M,11,1:10.25,GOOD,GREEN CARD,2,S Clipperton,6,1235000,9.5,10,ST,HEBE HILL HANDICAP,7,ALL WEATHER TRACK,5 7 10,J Moore
7,勇冠王 ,T028,NZ,Reflection,IMPERIAL GALLANTRY,06/10/2011,----,PPG,Guillotine,5cc1847ecce52f167ae9cec1,119,Class 3,T028,2016/11/02,1136,1650M,13,1:40.59,GOOD,IMPERIAL GALLANTRY,9,U Rispoli,9,1235000,7.7,13,ST,PYRAMID HILL HANDICAP,8,ALL WEATHER TRACK,14 14 14 13,P O'Sullivan
8,天賦致寶 ,S417,AUS,Eugenie Gold,CASH COURIER,30/09/2010,Cash Courier,PP,Strada,5cc1847ecce52f167ae9cec3,132,Class 5,S417,2016/10/30,1207,1650M,1,1:42.29,GOOD,CASH COURIER,2,S de Sousa,-,630000,6.2,1,HV,ASTER HANDICAP,1,TURF - A Course,8 9 5 1,K L Man
7,勇晉神駒 ,T233,IRE,Toy Show,SOCCER BRAVE,10/03/2012,Cleveland Street,PP,Windsor Knot,5cc1847ecce52f167ae9cec7,128,Class 5,T233,2016/10/30,1047,1650M,7,1:42.95,GOOD,SOCCER BRAVE,7,H W Lai,4-1/4,630000,88,6,HV,ASTER HANDICAP,1,TURF - A Course,11 11 11 6,D E Ferraris
6,提款機 ,V093,NZ,Coimbra,LAMAROSA,14/09/2012,Lamarosa,PP,Postponed,5cc1847ecce52f167ae9ceda,122,Class 3,V093,2016/10/30,1207,1200M,5,1:10.76,GOOD,LAMAROSA,6,Z Purton,-,1235000,4.8,1,HV,CORNFLOWER HANDICAP,3,TURF - A Course,4 5 1,P O'Sullivan
6,旅遊智者 ,V121,GB,Frabjous,TRAVEL SUCCESSOR,15/02/2013,Argentero,PP,Zoffany,5cc1847ecce52f167ae9cee3,124,Class 3,V121,2016/10/30,1112,1200M,2,1:11.55,GOOD,TRAVEL SUCCESSOR,4,N Callan,5,1235000,11,9,HV,CORNFLOWER HANDICAP,3,TURF - A Course,5 4 9,W Y So
7,開心有你 ,T402,AUS,Rip Trice,WONDERFUL JOURNEY,21/08/2011,Wonderful Journey,PP,Thorn Park,5cc1847ecce52f167ae9cee5,118,Class 3,T402,2016/10/30,1114,1200M,12,1:11.56,GOOD,WONDERFUL JOURNEY,12,S de Sousa,5,1235000,4.2,11,HV,CORNFLOWER HANDICAP,3,TURF - A Course,3 3 11,P F Yiu
8,事必獲利 ,T002,AUS,Mota,SPEEDY WALLY,10/09/2010,Speedy Wally,PP,Shinzig,5cc1847ecce52f167ae9ceed,119,Class 4,T002,2016/10/30,1096,1650M,10,1:43.23,GOOD,SPEEDY WALLY,9,S de Sousa,5,840000,7.5,7,HV,DANDELION HANDICAP,4,TURF - A Course,12 12 12 7,C Fownes
6,幸運神駒 ,V179,IRE,Open Book,HOLY UNICORN,23/04/2013,----,PPG,Holy Roman Emperor,5cc1847ecce52f167ae9cef1,118,Class 4,V179,2016/10/30,1033,1650M,5,1:43.66,GOOD,HOLY UNICORN,11,K Teetan,7-3/4,840000,79,10 DH,HV,DANDELION HANDICAP,4,TURF - A Course,4 3 4 10,A S Cruz
9,確威龍 ,P190,GB,Gee Kel,COUR VALANT,09/02/2010,Cour Valant,PP,Bahamian Bounty,5cc1847ecce52f167ae9cef6,130,Class 4,P190,2016/10/30,1039,1200M,10,1:11.60,GOOD,COUR VALANT,3,N Callan,2,840000,13,4,HV,HIBISCUS HANDICAP,5,TURF - A Course,2 2 4,D Cruz
7,事勝意 ,T391,NZ,Lacada,GIANT TURTLE,22/10/2011,Giant Turtle,PP,Zabeel,5cc1847ecce52f167ae9ceff,122,Class 4,T391,2016/10/30,1018,1650M,3,1:42.47,GOOD,GIANT TURTLE,9,K Teetan,3/4,840000,6.1,2,HV,DANDELION HANDICAP,6,TURF - A Course,5 6 7 2,A T Millard
10,富貴榮華 ,P324,IRE,Saoire,WEALTHY FORTUNE,17/02/2009,Requisition,PP,Invincible Spirit,5cc1847ecce52f167ae9cf00,111,Class 4,P324,2016/10/30,1024,1650M,2,1:42.62,GOOD,WEALTHY FORTUNE,12,K K Chiong,1-1/2,840000,33,5,HV,DANDELION HANDICAP,6,TURF - A Course,8 7 6 5,K L Man
8,比卡超 ,S298,NZ,Mumtaz,PIKACHU,23/10/2010,Pikachu,PP,Keeper,5cc1847ecce52f167ae9cf0c,122,Class 2,S298,2016/10/30,1145,1650M,9,1:41.97,GOOD,PIKACHU,7,J Moreira,1/2,1750000,2.4,3,HV,THE HONG KONG GOLF CLUB CENTENARY CUP (HANDICAP),7,TURF - A Course,10 9 9 3,D E Ferraris
7,金碧光芒 ,T431,NZ,I'llthinkaboutit,PEARL FURU,27/11/2011,Furuvik,PP,Fully Fledged,5cc1847ecce52f167ae9cf0e,124,Class 4,T431,2016/10/30,1192,1650M,8,1:43.08,GOOD,PEARL FURU,7,N Rawiller,4-1/2,840000,7.3,10,HV,DANDELION HANDICAP,6,TURF - A Course,9 10 10 10,P O'Sullivan
8,旅遊首席 ,T098,IRE,Starship,TRAVEL FIRST,19/03/2011,Bilimbi,PP,Duke Of Marmalade,5cc1847ecce52f167ae9cf0f,116,Class 2,T098,2016/10/30,1195,1650M,8,1:42.13,GOOD,TRAVEL FIRST,6,K K Chiong,1-1/2,1750000,63,5,HV,THE HONG KONG GOLF CLUB CENTENARY CUP (HANDICAP),7,TURF - A Course,2 2 2 5,C H Yip
8,歡樂小子 ,S235,AUS,Grilse,ULTIMATE GLORY,16/11/2010,Ultimate Glory,PP,Exceed And Excel,5cc1847ecce52f167ae9cf10,124,Class 2,S235,2016/10/30,1219,1650M,1,1:42.19,GOOD,ULTIMATE GLORY,5,H W Lai,2,1750000,6.8,6,HV,THE HONG KONG GOLF CLUB CENTENARY CUP (HANDICAP),7,TURF - A Course,6 5 5 6,K L Man
7,歡樂一生 ,T134,AUS,Cheer Girl,JOYFUL MOMENTS,15/10/2011,Sequential Leader,PPG,Sequalo,5cc1847ecce52f167ae9cf12,118,Class 2,T134,2016/10/30,1098,1650M,2,1:42.23,GOOD,JOYFUL MOMENTS,12,K Teetan,2-1/4,1750000,11,7,HV,THE HONG KONG GOLF CLUB CENTENARY CUP (HANDICAP),7,TURF - A Course,8 7 7 7,R Gibson
7,英明勇將 ,T348,AUS,Caralowe,WINSTON'S LAD,05/10/2011,Winston's Lad,PP,Churchill Downs,5cc1847ecce52f167ae9cf17,119,Class 2,T348,2016/10/30,1090,1650M,12,1:43.09,GOOD,WINSTON'S LAD,10,C Y Ho,7-1/2,1750000,35,11,HV,THE HONG KONG GOLF CLUB CENTENARY CUP (HANDICAP),7,TURF - A Course,11 11 11 11,K W Lui
6,夢幻仙子 ,V222,AUS,Desert Gardens,FAIRY TWINS,03/10/2012,Coyote Springs,PPG,Oamaru Force,5cc1847ecce52f167ae9cf1e,127,Class 3,V222,2016/10/30,1182,1200M,12,1:11.42,GOOD,FAIRY TWINS,4,N Callan,3-3/4,1235000,4.1,7,HV,CORNFLOWER HANDICAP,8,TURF - A Course,6 7 7,W Y So
7,潮州小子 ,T412,GB,Starbeck,CHIU CHOW KID,06/04/2012,Manofmanytalents,PP,Bertolini,5cc1847ecce52f167ae9cf1f,123,Class 3,T412,2016/10/30,1143,1200M,8,1:11.43,GOOD,CHIU CHOW KID,7,S Clipperton,4,1235000,96,8,HV,CORNFLOWER HANDICAP,8,TURF - A Course,11 10 8,T P Yung
6,新威龍 ,V412,AUS,Snaps,SUNNY DRAGON,30/08/2012,Paceman,PP,Duporth,5cc1847ecce52f167ae9cf21,129,Class 3,V412,2016/10/30,1174,1200M,4,1:11.83,GOOD,SUNNY DRAGON,2,C Schofield,6-1/2,1235000,18,10,HV,CORNFLOWER HANDICAP,8,TURF - A Course,7 8 10,R Gibson
6,團圓豐收 ,V409,AUS,Fonteyn Star,DRAGON DANCE,05/09/2012,Picca Jack,PP,Bianconi,5cc1847ecce52f167ae9cf23,122,Class 3,V409,2016/10/30,1083,1200M,6,1:15.74,GOOD,DRAGON DANCE,9,O Doleuze,31,1235000,119,12,HV,CORNFLOWER HANDICAP,8,TURF - A Course,12 12 12,D J Hall
7,包裝騎士 ,T230,NZ,Golden Gamble,PACKING DRAGON,29/10/2011,----,PPG,Mastercraftsman,5cc1847ecce52f167ae9cf24,128,Class 3,T230,2016/10/30,1192,1800M,12,1:50.48,GOOD,PACKING DRAGON,5,N Callan,-,1235000,5.7,1,HV,HYDRANGEA HANDICAP,9,TURF - A Course,1 1 1 1 1,P F Yiu
7,勝利仔 ,S355,NZ,La Bella Dama,VICTORY BOYS,12/11/2011,----,PPG,Mastercraftsman,5cc1847ecce52f167ae9cf25,119,Class 3,S355,2016/10/30,1194,1800M,10,1:50.53,GOOD,VICTORY BOYS,12,B Prebble,N,1235000,3.5,2,HV,HYDRANGEA HANDICAP,9,TURF - A Course,10 10 10 7 2,D J Hall
8,金剛仔 ,S146,GB,Takarna,RAZOR QUEST,14/02/2011,Razor Quest,PP,Virtual,5cc1847ecce52f167ae9cf28,123,Class 3,S146,2016/10/30,1068,1800M,1,1:50.93,GOOD,RAZOR QUEST,6,C Y Ho,2-3/4,1235000,15,5,HV,HYDRANGEA HANDICAP,9,TURF - A Course,5 6 6 5 5,C W Chang
7,皇龍大將 ,T400,AUS,Grey Deceiver,DRAGON GENERAL,23/09/2011,Casper's Ghost,PP,Reaan,5cc1847ecce52f167ae9cf32,123,Class 2,T400,2016/10/30,1110,1200M,5,1:10.20,GOOD,DRAGON GENERAL,7,C Schofield,1/2,1750000,26,3,HV,ROSELLE HANDICAP,10,TURF - A Course,4 3 3,Y S Tsui
7,彩福 ,T371,AUS,Mezentseva,MIDNIGHT RATTLER,10/11/2011,Midnight Rattler,PP,Clang,5cc1847ecce52f167ae9cf37,122,Class 2,T371,2016/10/30,1153,1200M,12,1:10.65,GOOD,MIDNIGHT RATTLER,8,J Moreira,3-1/4,1750000,12,7,HV,ROSELLE HANDICAP,10,TURF - A Course,8 10 7,J Moore
7,文藝學家 ,V183,IRE,Lake Moon,LITTERATEUR,17/03/2012,Meteoric,PP,Lope de Vega,5cc1847ecce52f167ae9cf3c,120,Class 2,V183,2016/10/30,1111,1200M,9,1:12.36,GOOD,LITTERATEUR,11,H W Lai,14,1750000,226,12,HV,ROSELLE HANDICAP,10,TURF - A Course,11 12 12,R Gibson
6,聚歡笑 ,T282,AUS,Trois Couleurs,MUTUAL JOY,02/09/2012,----,PPG,Snitzel,5cc1847ecce52f167ae9cf47,133,Class 5,T282,2016/10/26,1048,1650M,1,1:42.42,GOOD TO FIRM,MUTUAL JOY,2,S de Sousa,-,630000,5.5,1,HV,ISLAND HANDICAP,2,TURF - C+3 Course,3 3 2 1,L Ho
6,金剛秀 ,T436,NZ,Olga Palosky,SHOW MISSION,10/11/2012,----,PPG,Showcasing,5cc1847ecce52f167ae9cf4d,130,Class 5,T436,2016/10/26,1077,1650M,4,1:42.71,GOOD TO FIRM,SHOW MISSION,8,D Whyte,1-3/4,630000,9,7,HV,ISLAND HANDICAP,2,TURF - C+3 Course,1 1 1 7,Y S Tsui
8,紫電明珠 ,P256,AUS,Supernal,SPARKLING SWORD,22/11/2010,Sparkling Sword,PPG,Danzero,5cc1847ecce52f167ae9cf54,115,Class 4,P256,2016/10/26,1174,1650M,5,1:41.20,GOOD TO FIRM,SPARKLING SWORD,9,K K Chiong,HD,840000,6.2,2,HV,NAM FUNG HANDICAP,3,TURF - C+3 Course,1 1 1 2,K W Lui
9,勁勇威龍 ,S078,NZ,Annie Daly,SPINNING DANCER,04/09/2009,Spinning Dancer,PP,Commands,5cc1847ecce52f167ae9cf5a,120,Class 4,S078,2016/10/26,1044,1650M,10,1:42.35,GOOD TO FIRM,SPINNING DANCER,11,D Whyte,7-1/2,840000,8.1,8,HV,NAM FUNG HANDICAP,3,TURF - C+3 Course,9 9 9 8,K L Man
7,千金一諾 ,V149,NZ,Staryn Glenn,YOU HAVE MY WORD,04/11/2011,Vallone,PP,Mastercraftsman,5cc1847ecce52f167ae9cf5e,130,Class 4,V149,2016/10/26,1110,1650M,3,1:56.95,GOOD TO FIRM,YOU HAVE MY WORD,2,O Bosson,98-3/4,840000,88,12,HV,NAM FUNG HANDICAP,3,TURF - C+3 Course,12 12 12 12,T P Yung
6,魅力知寶 ,V324,AUS,Terrenora,NOBLE DE LOVE,05/09/2012,----,ISG,Commands,5cc1847ecce52f167ae9cf70,126,Class 4,V324,2016/10/23,1200,1200M,9,1:10.16,GOOD,NOBLE DE LOVE,9,D Whyte,3-3/4,840000,7.8,5,ST,ZENITH EXCELLENT HANDICAP,2,TURF - A Course,10 9 5,K L Man
5,盈進 ,V283,AUS,Absolute Dream,GAINFULJET,09/09/2013,----,PPG,Choisir,5cc1847ecce52f167ae9cf73,116,Class 4,V283,2016/10/23,1192,1200M,13,1:10.50,GOOD,GAINFULJET,13,C Y Ho,5-3/4,840000,18,9,ST,ZENITH EXCELLENT HANDICAP,2,TURF - A Course,2 2 9,A S Cruz
6,嬴風雲 ,V321,AUS,Kaimana,SMILING CHARM,19/10/2012,----,ISG,Fastnet Rock,5cc1847ecce52f167ae9cf7a,125,Class 4,V321,2016/10/23,1149,1400M,8,1:22.19,GOOD,SMILING CHARM,8,O Doleuze,-,840000,12,1,ST,PIAGET EXCELLENT HANDICAP,3,TURF - A Course,8 8 8 1,C W Chang
6,好友益 ,T265,NZ,La Serenissime,GOOD FOR YOU,23/09/2012,----,PPG,Thorn Park,5cc1847ecce52f167ae9cf7b,120,Class 4,T265,2016/10/23,1000,1400M,4,1:22.24,GOOD,GOOD FOR YOU,12,B Prebble,N,840000,6.1,2,ST,PIAGET EXCELLENT HANDICAP,3,TURF - A Course,10 11 9 2,Y S Tsui
8,凱旋星光 ,T224,NZ,Bexley,TRIUMPHANT LIGHT,01/11/2010,Be The Most,PP,Alamosa,5cc1847ecce52f167ae9cf7c,117,Class 4,T224,2016/10/23,1056,1400M,1,1:22.44,GOOD,TRIUMPHANT LIGHT,14,C Schofield,1-1/2,840000,10,3,ST,PIAGET EXCELLENT HANDICAP,3,TURF - A Course,7 6 6 3,D E Ferraris
6,王者再現 ,V156,NZ,Ruqqaya,KING'S MAN,20/10/2012,----,PPG,Iffraaj,5cc1847ecce52f167ae9cf7e,127,Class 4,V156,2016/10/23,1099,1400M,14,1:22.47,GOOD,KING'S MAN,6,N Callan,1-3/4,840000,8.9,4,ST,PIAGET EXCELLENT HANDICAP,3,TURF - A Course,9 7 7 4,P F Yiu
6,龍騰馬躍 ,V202,AUS,Nevaloveduanyway,DRAGON WARRIOR,09/09/2012,Teed Up Terry,PPG,Haradasun,5cc1847ecce52f167ae9cf81,125,Class 4,V202,2016/10/23,1189,1400M,5,1:23.19,GOOD,DRAGON WARRIOR,7,J Moreira,6-1/4,840000,2.8,8,ST,PIAGET EXCELLENT HANDICAP,3,TURF - A Course,13 9 10 8,W Y So
6,金地飛客 ,V161,NZ,Showusyourpins,GOLDIE FLANKER,21/09/2012,----,PPG,Rip Van Winkle,5cc1847ecce52f167ae9cf82,119,Class 4,V161,2016/10/23,1206,1400M,9,1:23.22,GOOD,GOLDIE FLANKER,10,K C Leung,6-1/2,840000,201,9,ST,PIAGET EXCELLENT HANDICAP,3,TURF - A Course,12 13 14 9,P O'Sullivan
7,小奇妙 ,T298,AUS,Derrycarna,LITTLE FANTASY,13/09/2011,Midnight Allure,PP,Excites,5cc1847ecce52f167ae9cf83,133,Class 4,T298,2016/10/23,1199,1400M,13,1:23.42,GOOD,LITTLE FANTASY,1,N Rawiller,7-3/4,840000,19,10,ST,PIAGET EXCELLENT HANDICAP,3,TURF - A Course,3 2 2 10,K L Man
6,好叻仔 ,V102,AUS,Free Spirited,SUPERIOR BOY,11/11/2012,----,PPG,Magic Albert,5cc1847ecce52f167ae9cf89,132,Class 4,V102,2016/10/23,1170,1400M,11,1:23.36,GOOD,SUPERIOR BOY,5,O Doleuze,1-1/2,840000,4.6,2,ST,FRANCK MULLER EXCELLENT HANDICAP,4,TURF - A Course,5 6 5 2,C W Chang
6,財寶家駒 ,V101,AUS,Truly Kissed,HOME RUN,25/09/2012,----,PPG,Hinchinbrook,5cc1847ecce52f167ae9cf8a,133,Class 4,V101,2016/10/23,1106,1400M,8,1:23.45,GOOD,HOME RUN,1,B Prebble,2,840000,6.4,4,ST,FRANCK MULLER EXCELLENT HANDICAP,4,TURF - A Course,6 8 6 4,Y S Tsui
7,歐洲之星 ,T336,IRE,Ursula Minor,GLORY STAR,04/04/2012,----,ISG,High Chaparral,5cc1847ecce52f167ae9cf8b,105,Class 4,T336,2016/10/23,1112,1400M,13,1:23.42,GOOD,GLORY STAR,14,H T Mo,1-3/4,840000,64,3,ST,FRANCK MULLER EXCELLENT HANDICAP,4,TURF - A Course,2 1 1 3,C S Shum
6,索先生 ,T330,AUS,County Mayo,MR PICASSO,09/08/2012,----,ISG,Exceed And Excel,5cc1847ecce52f167ae9cf95,130,Class 4,T330,2016/10/23,1094,1400M,5,1:23.54,GOOD,MR PICASSO,6,J Moreira,2-3/4,840000,3.5,5,ST,FRANCK MULLER EXCELLENT HANDICAP,4,TURF - A Course,4 4 3 5,D J Hall
8,有衝勁 ,T220,GB,Chinese White,BEST EFFORT,25/03/2011,Chinese Jade,PP,Cape Cross,5cc1847ecce52f167ae9cf96,117,Class 4,T220,2016/10/23,984,1400M,2,1:23.81,GOOD,BEST EFFORT,12,C Y Ho,4-1/4,840000,35,8,ST,FRANCK MULLER EXCELLENT HANDICAP,4,TURF - A Course,12 9 9 8,A Lee
6,京京千里 ,V328,AUS,Top Cuban,JING JING WIN,02/10/2012,----,ISG,Starcraft,5cc1847ecce52f167ae9cfa1,119,Class 3,V328,2016/10/23,1095,1200M,6,1:08.82,GOOD,JING JING WIN,13,Z Purton,-,1235000,1.6,1,ST,A. LANGE & SOHNE EXCELLENT HANDICAP,6,TURF - A Course,6 6 1,D J Hall
6,友誼之星 ,V379,AUS,Ourkohinoor,STARSHIP,11/11/2012,Soldier Of War,PP,Husson,5cc1847ecce52f167ae9cfa2,126,Class 3,V379,2016/10/23,1126,1200M,4,1:09.24,GOOD,STARSHIP,8,N Callan,2-3/4,1235000,118,2,ST,A. LANGE & SOHNE EXCELLENT HANDICAP,6,TURF - A Course,9 9 2,P O'Sullivan
7,閃耀鑽皇 ,S347,NZ,The Dazzler,DIAMOND KING,03/09/2011,----,ISG,O'Reilly,5cc1847ecce52f167ae9cfa4,121,Class 3,S347,2016/10/23,1126,1200M,10,1:09.36,GOOD,DIAMOND KING,12,S de Sousa,3-1/2,1235000,23,3,ST,A. LANGE & SOHNE EXCELLENT HANDICAP,6,TURF - A Course,8 8 3,T P Yung
7,帝豪寶貝 ,T138,NZ,Alleyrun,REGENCY DARLING,30/10/2011,----,PPG,Guillotine,5cc1847ecce52f167ae9cfa6,124,Class 3,T138,2016/10/23,1225,1200M,8,1:09.96,GOOD,REGENCY DARLING,9,C Schofield,7-1/4,1235000,38,7,ST,A. LANGE & SOHNE EXCELLENT HANDICAP,6,TURF - A Course,3 4 7,K L Man
6,放馬過來 ,V407,IRE,Sassy Gal,BRING IT ON,18/02/2013,Freeman,PP,Arcano,5cc1847ecce52f167ae9cfa7,124,Class 3,V407,2016/10/23,1106,1200M,7,1:10.09,GOOD,BRING IT ON,7,C Y Ho,8,1235000,161,8,ST,A. LANGE & SOHNE EXCELLENT HANDICAP,6,TURF - A Course,12 12 8,C H Yip
6,綠勇士 ,V126,AUS,Cristallo,GREEN CARD,30/08/2012,Green Card,PP,All American,5cc1847ecce52f167ae9cfa8,133,Class 3,V126,2016/10/23,1157,1200M,12,1:09.47,GOOD,GREEN CARD,1,S Clipperton,4,1235000,19,5,ST,A. LANGE & SOHNE EXCELLENT HANDICAP,6,TURF - A Course,11 10 5,J Moore
7,飛星凱旋 ,T352,AUS,Fidele,ROUNDABOUT,09/11/2011,Roundabout,PP,I Am Invincible,5cc1847ecce52f167ae9cfa9,123,Class 3,T352,2016/10/23,1122,1200M,3,1:09.59,GOOD,ROUNDABOUT,11,D Whyte,4-3/4,1235000,8.8,6,ST,A. LANGE & SOHNE EXCELLENT HANDICAP,6,TURF - A Course,7 7 6,W Y So
7,萬事欣 ,T129,AUS,Fairy Tree,MULTIMAX,24/09/2011,Magical Jester,PPG,Court Command,5cc1847ecce52f167ae9cfab,116,Class 3,T129,2016/10/23,1145,1200M,5,1:10.48,GOOD,MULTIMAX,10,K K Chiong,10-1/2,1235000,14,10,ST,A. LANGE & SOHNE EXCELLENT HANDICAP,6,TURF - A Course,2 1 10,A S Cruz
6,追風追月 ,V355,AUS,Sky Alert,ORIONIDS,21/09/2012,Orionids,PP,Dylan Thomas,5cc1847ecce52f167ae9cfad,118,Class 3,V355,2016/10/23,1262,1200M,2,1:10.72,GOOD,ORIONIDS,14,H W Lai,11-3/4,1235000,39,12,ST,A. LANGE & SOHNE EXCELLENT HANDICAP,6,TURF - A Course,4 3 12,C S Shum
