# # Age,Chinese Name,Code,Country Of Origin,Dam,English Name,Foaling Date,Former Name,Import Type,Sire,_id,awt,class,code,date,dhw,dist,draw,finishTime,going,horseName,horseNo,jockey,lbw,money,odds,plc,raceCource,raceName,raceNo,road,runPos,trainer,Jockey,騎師,Win_x,Jockey2,Trainer,練馬師,Win_y,Trainer2
9,威勢之寶 ,P425,IRE,Irish Style,IMPERIAL CONCORDE,28/01/2010,Imperial Concorde,PP,High Chaparral,5ccbfdbacce52f167aeb8a61,128,Class 4,P425,2015-12-27 00:00:00,1139,1800M,13,1:50.49,GOOD,IMPERIAL CONCORDE,8.0,V Cheminaud,11-1/2,800000,125,14,ST,WONG SHEK HANDICAP,3,TURF - A+3 Course,12 13 13 13 14,S Woods,Cheminaud V.,湛明諾,6.0,V Cheminaud,Woods S.,胡森,5.0,S Woods
7,爪皇烈焰 ,T353,AUS,Princess Laya,NITRO EXPRESS,12/08/2011,Alderaanian,PP,Nadeem,5ccbfdbacce52f167aeb8a67,119,Class 3,T353,2015-12-27 00:00:00,1145,1200M,4,1:10.23,GOOD,NITRO EXPRESS,12.0,R Fourie,5,1165000,301,6,ST,PAK TAM AU HANDICAP,4,TURF - A+3 Course,11 11 6,D E Ferraris,Fourie R.,霍勵賢,3.0,R Fourie,Ferraris D.E.,霍利時,4.0,D E Ferraris
7,肥仔 ,V071,AUS,Carnebelle,IRON BOY,17/08/2011,Californian Man,PP,California Dane,5ccbfdbacce52f167aeb8a6a,121,Class 3,V071,2015-12-27 00:00:00,1172,1200M,9,1:10.58,GOOD,IRON BOY,8.0,C Y Ho,7-1/4,1165000,116,9,ST,PAK TAM AU HANDICAP,4,TURF - A+3 Course,12 13 9,K W Lui,Ho C.Y.,何澤堯,4.0,C Y Ho,Lui K.W.,呂健威,11.0,K W Lui
7,旅英公爵 ,T345,AUS,Suzy Smart,LONDON MASTER,12/09/2011,----,ISG,Commands,5ccbfdbacce52f167aeb8a72,129,Class 4,T345,2015-12-27 00:00:00,1058,1200M,5,1:10.08,GOOD,LONDON MASTER,1.0,G Mosse,1-1/2,800000,5.4,3,ST,TAI LONG TSUI HANDICAP,5,TURF - A+3 Course,3 3 3,K L Man,Mosse G.,巫斯義,6.0,G Mosse,Man K.L.,文家良,8.0,K L Man
8,大收成 ,T073,AUS,Dance Move,MASSIVE MOVE,28/08/2010,Rhythmic Cat,PPG,Tale Of The Cat,5ccbfdbacce52f167aeb8a75,121,Class 4,T073,2015-12-27 00:00:00,1089,1200M,11,1:10.35,GOOD,MASSIVE MOVE,11.0,K C Leung,3-1/4,800000,99,6,ST,TAI LONG TSUI HANDICAP,5,TURF - A+3 Course,6 7 6,R Gibson,Leung K.C.,梁家俊,6.0,K C Leung,Gibson R.,高伯新,5.0,R Gibson
7,金錢炮 ,T022,AUS,Dance Hit,GOLDEN CANNON,18/09/2011,----,PPG,Danzero,5ccbfdbacce52f167aeb8a78,123,Class 4,T022,2015-12-27 00:00:00,976,1200M,6,1:10.79,GOOD,GOLDEN CANNON,9.0,Y T Cheng,6,800000,99,9,ST,TAI LONG TSUI HANDICAP,5,TURF - A+3 Course,2 2 9,D Cruz,Cheng Y.T.,鄭雨滇,4.0,Y T Cheng,Cruz D.,告達理,5.0,D Cruz
7,大天龍 ,T339,NZ,Lucida,MASSIVE POWER,29/08/2011,----,ISG,Pins,5ccbfdbacce52f167aeb8a79,124,Class 4,T339,2015-12-27 00:00:00,1079,1200M,10,1:10.85,GOOD,MASSIVE POWER,6.0,H W Lai,6-1/4,800000,18,10,ST,TAI LONG TSUI HANDICAP,5,TURF - A+3 Course,14 13 10,L Ho,Lai H.W.,黎海榮,4.0,H W Lai,Ho L.,何良,8.0,L Ho
6,好友益 ,T265,NZ,La Serenissime,GOOD FOR YOU,23/09/2012,----,PPG,Thorn Park,5ccbfdbacce52f167aeb8a85,118,Class 4,T265,2015-12-27 00:00:00,993,1400M,1,1:23.59,GOOD,GOOD FOR YOU,14.0,Y T Cheng,2-3/4,800000,3.3,8,ST,TAI TAN HANDICAP,6,TURF - A+3 Course,5 6 8 8,Y S Tsui,Cheng Y.T.,鄭雨滇,4.0,Y T Cheng,Tsui Y.S.,徐雨石,8.0,Y S Tsui
7,可愛寶 ,T029,AUS,Minnie Deal,HO HO FEEL,13/09/2011,----,PPG,Henrythenavigator,5ccbfdbacce52f167aeb8a88,122,Class 4,T029,2015-12-27 00:00:00,1139,1400M,14,1:23.76,GOOD,HO HO FEEL,12.0,B Prebble,3-3/4,800000,19,11,ST,TAI TAN HANDICAP,6,TURF - A+3 Course,14 14 10 11,C H Yip,Prebble B.,柏寶,10.0,B Prebble,Yip C.H.,葉楚航,7.0,C H Yip
8,凱旋星光 ,T224,NZ,Bexley,TRIUMPHANT LIGHT,01/11/2010,Be The Most,PP,Alamosa,5ccbfdbacce52f167aeb8a89,131,Class 4,T224,2015-12-27 00:00:00,1047,1400M,6,1:23.84,GOOD,TRIUMPHANT LIGHT,4.0,R Fourie,4-1/4,800000,19,12,ST,TAI TAN HANDICAP,6,TURF - A+3 Course,9 8 7 12,D E Ferraris,Fourie R.,霍勵賢,3.0,R Fourie,Ferraris D.E.,霍利時,4.0,D E Ferraris
7,彩福 ,T371,AUS,Mezentseva,MIDNIGHT RATTLER,10/11/2011,Midnight Rattler,PP,Clang,5ccbfdbacce52f167aeb8a8d,129,Class 3,T371,2015-12-27 00:00:00,1140,1400M,6,1:22.18,GOOD,MIDNIGHT RATTLER,4.0,J Moreira,N,1165000,1.8,2,ST,PAK TAM CHUNG HANDICAP,7,TURF - A+3 Course,5 5 5 2,J Moore,Moreira J.,莫雷拉,25.0,J Moreira,Moore J.,約翰摩亞,10.0,J Moore
8,麯院風荷 ,T112,IRE,Ebadiyla,LOTUS BREEZE,13/03/2011,Ebanoran,PP,Oasis Dream,5ccbfdbacce52f167aeb8a8e,133,Class 3,T112,2015-12-27 00:00:00,1085,1400M,11,1:22.31,GOOD,LOTUS BREEZE,1.0,G Benoist,1,1165000,28,3,ST,PAK TAM CHUNG HANDICAP,7,TURF - A+3 Course,10 10 10 3,W Y So,Benoist G.,貝諾華,6.0,G Benoist,So W.Y.,蘇偉賢,7.0,W Y So
7,明月光 ,T369,IRE,Annee Lumiere,ACCLAIMED LIGHT,18/04/2012,Acclaimed Light,PP,Acclamation,5ccbfdbacce52f167aeb8a91,117,Class 3,T369,2015-12-27 00:00:00,1033,1400M,2,1:22.55,GOOD,ACCLAIMED LIGHT,11.0,Y T Cheng,2-1/2,1165000,35,6,ST,PAK TAM CHUNG HANDICAP,7,TURF - A+3 Course,1 1 1 6,P O'Sullivan,Cheng Y.T.,鄭雨滇,4.0,Y T Cheng,O'Sullivan P.,蘇保羅,13.0,P O'Sullivan
7,大龍騰 ,T381,AUS,Sweet Maggie,MASSIVE MILLENNIUM,30/08/2011,Vinnie Eagle,PP,I Am Invincible,5ccbfdbacce52f167aeb8a98,129,Class 3,T381,2015-12-27 00:00:00,1159,1400M,4,1:23.46,GOOD,MASSIVE MILLENNIUM,3.0,R Fourie,8-1/4,1165000,359,13,ST,PAK TAM CHUNG HANDICAP,7,TURF - A+3 Course,3 3 4 13,D E Ferraris,Fourie R.,霍勵賢,3.0,R Fourie,Ferraris D.E.,霍利時,4.0,D E Ferraris
6,人民武士 ,T305,AUS,Allegra,PEOPLE'S KNIGHT,22/10/2012,----,PPG,Exceed And Excel,5ccbfdbacce52f167aeb8a9a,125,Restricted Race,T305,2015-12-27 00:00:00,1154,1400M,7,1:22.48,GOOD,PEOPLE'S KNIGHT,4.0,J Moreira,-,2000000,2.6,1,ST,THE GRIFFIN TROPHY,8,TURF - A+3 Course,10 8 7 1,J Moore,Moreira J.,莫雷拉,25.0,J Moreira,Moore J.,約翰摩亞,10.0,J Moore
6,一片光明 ,T268,AUS,Karedane,NEW ASIA SUNRISE,30/10/2012,----,PPG,Written Tycoon,5ccbfdbacce52f167aeb8a9c,125,Restricted Race,T268,2015-12-27 00:00:00,991,1400M,4,1:22.71,GOOD,NEW ASIA SUNRISE,3.0,B Prebble,1-1/2,2000000,5.7,3,ST,THE GRIFFIN TROPHY,8,TURF - A+3 Course,4 5 5 3,Y S Tsui,Prebble B.,柏寶,10.0,B Prebble,Tsui Y.S.,徐雨石,8.0,Y S Tsui
7,鑽飾飛龍 ,V002,AUS,Umatilly,DIAMOND DRAGON,14/11/2011,Diamond Dragon,PP,Not A Single Doubt,5ccbfdbacce52f167aeb8aa6,125,Class 3,V002,2015-12-27 00:00:00,1118,1000M,13,0:56.77,GOOD,DIAMOND DRAGON,6.0,B Prebble,-,1165000,2.3,1,ST,LUK WU HANDICAP,9,TURF - A+3 Course,8 6 1,K W Lui,Prebble B.,柏寶,10.0,B Prebble,Lui K.W.,呂健威,11.0,K W Lui
9,頌友 ,N360,NZ,Mrs Zoff,HEARTS KEEPER,10/09/2009,----,PPG,Keeper,5ccbfdbacce52f167aeb8aae,113,Class 3,N360,2015-12-27 00:00:00,1246,1000M,9,0:57.81,GOOD,HEARTS KEEPER,11.0,H N Wong,6-1/2,1165000,216,9,ST,LUK WU HANDICAP,9,TURF - A+3 Course,12 12 9,Y S Tsui,Wong H.N.,黃皓楠,6.0,H N Wong,Tsui Y.S.,徐雨石,8.0,Y S Tsui
7,萬事欣 ,T129,AUS,Fairy Tree,MULTIMAX,24/09/2011,Magical Jester,PPG,Court Command,5ccbfdbacce52f167aeb8ab0,118,Class 3,T129,2015-12-27 00:00:00,1140,1000M,6,0:57.96,GOOD,MULTIMAX,9.0,K C Ng,7-1/2,1165000,17,11,ST,LUK WU HANDICAP,9,TURF - A+3 Course,5 8 11,A S Cruz,Ng K.C.,吳嘉晉,2.0,K C Ng,Cruz A.S.,告東尼,9.0,A S Cruz
7,老友威威 ,T349,AUS,Tintoretto,LUCKY GUY,01/10/2011,Next Day,PP,Domesday,5ccbfdbacce52f167aeb8ab1,126,Class 3,T349,2015-12-27 00:00:00,1202,1000M,4,0:57.98,GOOD,LUCKY GUY,5.0,G Mosse,7-1/2,1165000,66,12,ST,LUK WU HANDICAP,9,TURF - A+3 Course,10 11 12,C H Yip,Mosse G.,巫斯義,6.0,G Mosse,Yip C.H.,葉楚航,7.0,C H Yip
8,火麒麟 ,T052,GB,Sparkling Eyes,RED KYLIN,23/04/2011,Blurred Vision,PP,Royal Applause,5ccbfdbacce52f167aeb8ab4,119,Class 3,T052,2015-12-27 00:00:00,---,1000M,---,---,GOOD,RED KYLIN,nan,V Cheminaud,---,1165000,---,WV,ST,LUK WU HANDICAP,9,TURF - A+3 Course,---,P F Yiu,Cheminaud V.,湛明諾,6.0,V Cheminaud,Yiu P.F.,姚本輝,7.0,P F Yiu
7,將才 ,V125,IRE,Cromac,GENERAL SHERMAN,16/04/2012,General Sherman,PP,Teofilo,5ccbfdbacce52f167aeb8acb,112,Class 2,V125,2015-12-27 00:00:00,1095,1400M,9,1:23.10,GOOD,GENERAL SHERMAN,10.0,K C Ng,9-1/2,1650000,180,9,ST,CHEK KENG HANDICAP,11,TURF - A+3 Course,12 14 12 9,A S Cruz,Ng K.C.,吳嘉晉,2.0,K C Ng,Cruz A.S.,告東尼,9.0,A S Cruz
6,勁有波幅 ,V081,AUS,Strikeline,HIGH VOLATILITY,03/11/2012,The Barrister,PP,Star Witness,5ccbfdbacce52f167aeb8acd,117,Class 2,V081,2015-12-27 00:00:00,1171,1400M,14,1:23.83,GOOD,HIGH VOLATILITY,11.0,Y T Cheng,14,1650000,60,13,ST,CHEK KENG HANDICAP,11,TURF - A+3 Course,6 3 7 13,K W Lui,Cheng Y.T.,鄭雨滇,4.0,Y T Cheng,Lui K.W.,呂健威,11.0,K W Lui
8,好腳頭 ,S131,NZ,Mrs Squillionaire,GOOD FIT,03/11/2010,----,PPG,Encosta de Lago,5ccbfdbacce52f167aeb8ae5,114,Class 4,S131,2015-12-23 00:00:00,1122,1650M,10,1:41.38,GOOD,GOOD FIT,11.0,M L Yeung,3,800000,81,8,HV,SATURN HANDICAP,2,TURF - C Course,12 11 11 8,C W Chang,Yeung M.L.,楊明綸,6.0,M L Yeung,Chang C.W.,鄭俊偉,5.0,C W Chang
9,中華壹號 ,T207,IRE,Lucky Norwegian,LOVE CHUNGHWA,26/04/2010,Charter,PP,Elusive City,5ccbfdbacce52f167aeb8aef,116,Class 3,T207,2015-12-23 00:00:00,1127,1200M,2,1:10.85,GOOD,LOVE CHUNGHWA,8.0,M L Yeung,3-3/4,1165000,24,6,HV,VENUS HANDICAP,3,TURF - C Course,6 6 6,A Lee,Yeung M.L.,楊明綸,6.0,M L Yeung,Lee A.,李易達,6.0,A Lee
8,有衝勁 ,T220,GB,Chinese White,BEST EFFORT,25/03/2011,Chinese Jade,PP,Cape Cross,5ccbfdbacce52f167aeb8af2,120,Class 3,T220,2015-12-23 00:00:00,1003,1200M,6,1:11.21,GOOD,BEST EFFORT,5.0,K C Leung,6,1165000,164,9,HV,VENUS HANDICAP,3,TURF - C Course,12 12 9,A Schutz,Leung K.C.,梁家俊,6.0,K C Leung,Schutz A.,孫達志,4.0,A Schutz
10,富貴榮華 ,P324,IRE,Saoire,WEALTHY FORTUNE,17/02/2009,Requisition,PP,Invincible Spirit,5ccbfdbacce52f167aeb8afa,121,Class 4,P324,2015-12-23 00:00:00,1024,1650M,9,1:41.38,GOOD,WEALTHY FORTUNE,10.0,R Fourie,2-1/2,800000,32,6,HV,SATURN HANDICAP,4,TURF - C Course,5 6 6 6,D Cruz,Fourie R.,霍勵賢,3.0,R Fourie,Cruz D.,告達理,5.0,D Cruz
7,越跑越好 ,T140,NZ,Sweet Vibes,NEVER BETTER,01/09/2011,----,PPG,Red Giant,5ccbfdbacce52f167aeb8b00,118,Class 4,T140,2015-12-23 00:00:00,1154,1650M,10,1:41.80,GOOD,NEVER BETTER,11.0,G Benoist,5,800000,11,11,HV,SATURN HANDICAP,4,TURF - C Course,7 8 8 11,P O'Sullivan,Benoist G.,貝諾華,6.0,G Benoist,O'Sullivan P.,蘇保羅,13.0,P O'Sullivan
8,歡樂小子 ,S235,AUS,Grilse,ULTIMATE GLORY,16/11/2010,Ultimate Glory,PP,Exceed And Excel,5ccbfdbacce52f167aeb8b1b,118,Class 3,S235,2015-12-23 00:00:00,1199,1650M,9,1:42.54,GOOD,ULTIMATE GLORY,11.0,H W Lai,-,1165000,19,1,HV,MARS HANDICAP,7,TURF - C Course,3 3 4 1,K L Man,Lai H.W.,黎海榮,4.0,H W Lai,Man K.L.,文家良,8.0,K L Man
7,開心神駒 ,T200,AUS,Stand By Your Man,HIGH FIVE,03/10/2011,Copy Watch,PP,Time Thief,5ccbfdbacce52f167aeb8b2b,132,Class 2,T200,2015-12-23 00:00:00,1053,1200M,2,1:09.97,GOOD,HIGH FIVE,1.0,R Fourie,2,1650000,12,5,HV,MERCURY HANDICAP,8,TURF - C Course,5 5 5,A T Millard,Fourie R.,霍勵賢,3.0,R Fourie,Millard A.T.,苗禮德,8.0,A T Millard
6,心思熟慮 ,V086,AUS,Dakota Sue,RUMINARE,15/10/2012,Super Mysterious,PPG,Fastnet Rock,5ccbfdbacce52f167aeb8b46,126,Class 4,V086,2015-12-19 00:00:00,1136,1000M,11,0:57.74,GOOD,RUMINARE,6.0,K Teetan,1-1/2,800000,2.2,6,ST,KWONG WAH HANDICAP,2,TURF - C+3 Course,5 5 6,K L Man,Teetan K.,田泰安,8.0,K Teetan,Man K.L.,文家良,8.0,K L Man
7,合作愉快 ,T392,NZ,Dolly Disaster,HAPPY COOPERATION,08/11/2011,----,PPG,Elusive City,5ccbfdbacce52f167aeb8b58,130,Class 4,T392,2015-12-19 00:00:00,1162,1200M,9,1:11.41,GOOD,HAPPY COOPERATION,3.0,J Moreira,14-1/4,800000,2.3,10,ST,PITT HANDICAP,3,ALL WEATHER TRACK,1 2 10,T P Yung,Moreira J.,莫雷拉,25.0,J Moreira,Yung T.P.,容天鵬,7.0,T P Yung
8,天賦致寶 ,S417,AUS,Eugenie Gold,CASH COURIER,30/09/2010,Cash Courier,PP,Strada,5ccbfdbacce52f167aeb8b60,131,Class 4,S417,2015-12-19 00:00:00,1205,1600M,2,1:35.70,GOOD,CASH COURIER,4.0,K Teetan,4-1/4,800000,31,6,ST,PO YEE HANDICAP,4,TURF - C+3 Course,9 9 9 6,K L Man,Teetan K.,田泰安,8.0,K Teetan,Man K.L.,文家良,8.0,K L Man
7,威利熱流 ,T281,AUS,Dizelle,WILLIE WAY,11/10/2011,Willie Way,PPG,More Than Ready,5ccbfdbacce52f167aeb8b64,125,Class 4,T281,2015-12-19 00:00:00,1125,1600M,13,1:36.34,GOOD,WILLIE WAY,8.0,K C Leung,8-1/4,800000,128,10,ST,PO YEE HANDICAP,4,TURF - C+3 Course,10 10 13 10,P O'Sullivan,Leung K.C.,梁家俊,6.0,K C Leung,O'Sullivan P.,蘇保羅,13.0,P O'Sullivan
7,歐洲之星 ,T336,IRE,Ursula Minor,GLORY STAR,04/04/2012,----,ISG,High Chaparral,5ccbfdbacce52f167aeb8b72,127,Class 4,T336,2015-12-19 00:00:00,1111,1400M,9,1:23.75,GOOD,GLORY STAR,6.0,Y T Cheng,8-3/4,800000,370,10,ST,PO YAN HANDICAP,5,TURF - C+3 Course,13 14 14 10,C S Shum,Cheng Y.T.,鄭雨滇,4.0,Y T Cheng,Shum C.S.,沈集成,12.0,C S Shum
7,閃耀鑽皇 ,S347,NZ,The Dazzler,DIAMOND KING,03/09/2011,----,ISG,O'Reilly,5ccbfdbacce52f167aeb8b78,133,Class 4,S347,2015-12-19 00:00:00,1138,1400M,1,1:22.73,GOOD,DIAMOND KING,1.0,Y T Cheng,-,800000,3.2,1,ST,PO YAN HANDICAP,6,TURF - C+3 Course,9 9 9 1,T P Yung,Cheng Y.T.,鄭雨滇,4.0,Y T Cheng,Yung T.P.,容天鵬,7.0,T P Yung
8,藍天堡馬 ,T186,GB,Jarhes,FIGHT HERO,07/02/2011,Imperiator,PP,Footstepsinthesand,5ccbfdbacce52f167aeb8b8a,131,Class 3,T186,2015-12-19 00:00:00,1145,1200M,9,1:09.10,GOOD,FIGHT HERO,1.0,M L Yeung,3-3/4,1165000,6.5,4,ST,SHATIN PASS HANDICAP,7,ALL WEATHER TRACK,10 10 4,Y S Tsui,Yeung M.L.,楊明綸,6.0,M L Yeung,Tsui Y.S.,徐雨石,8.0,Y S Tsui
7,老友記 ,T313,AUS,La Falette,BORNTOACHIEVE,04/10/2011,Borntoachieve,PP,Bernardini,5ccbfdbacce52f167aeb8b8b,128,Class 3,T313,2015-12-19 00:00:00,1101,1200M,6,1:09.29,GOOD,BORNTOACHIEVE,3.0,K Teetan,5,1165000,4,5,ST,SHATIN PASS HANDICAP,7,ALL WEATHER TRACK,1 2 5,T P Yung,Teetan K.,田泰安,8.0,K Teetan,Yung T.P.,容天鵬,7.0,T P Yung
8,勇駒 ,S260,NZ,Enzed,HEROIC GURU,01/11/2010,Heroic Guru,PP,Gallant Guru,5ccbfdbacce52f167aeb8b93,120,Class 3,S260,2015-12-19 00:00:00,1063,1400M,9,1:22.09,GOOD,HEROIC GURU,9.0,J Moreira,-,1165000,3.1,1,ST,TAI PING SHAN HANDICAP,8,TURF - C+3 Course,13 10 5 1,D J Hall,Moreira J.,莫雷拉,25.0,J Moreira,Hall D.J.,賀賢,8.0,D J Hall
7,金飯碗 ,T289,GB,Lalectra,SHOWING CHARACTER,15/04/2012,Showing Character,PP,Showcasing,5ccbfdbacce52f167aeb8b96,120,Class 3,T289,2015-12-19 00:00:00,1080,1400M,14,1:22.51,GOOD,SHOWING CHARACTER,10.0,R Fourie,2-1/2,1165000,375,4,ST,TAI PING SHAN HANDICAP,8,TURF - C+3 Course,14 14 11 4,D E Ferraris,Fourie R.,霍勵賢,3.0,R Fourie,Ferraris D.E.,霍利時,4.0,D E Ferraris
7,歡樂一生 ,T134,AUS,Cheer Girl,JOYFUL MOMENTS,15/10/2011,Sequential Leader,PPG,Sequalo,5ccbfdbacce52f167aeb8ba2,121,Class 3,T134,2015-12-19 00:00:00,1089,1600M,6,1:35.87,GOOD,JOYFUL MOMENTS,7.0,U Rispoli,1-1/2,1165000,3.6,2,ST,THE TUNG WAH GROUP OF HOSPITALS 145TH ANNIVERSARY CHALLENGE CUP (HANDICAP),9,TURF - C+3 Course,2 2 2 2,R Gibson,Rispoli U.,李寶利,0.0,U Rispoli,Gibson R.,高伯新,5.0,R Gibson
8,非常堅 ,T146,IRE,Luas Line,JOLLY GENE,30/01/2011,Impulsive Moment,PP,Galileo,5ccbfdbacce52f167aeb8ba4,121,Class 3,T146,2015-12-19 00:00:00,1071,1600M,10,1:35.99,GOOD,JOLLY GENE,6.0,C Y Ho,2-1/4,1165000,67,4,ST,THE TUNG WAH GROUP OF HOSPITALS 145TH ANNIVERSARY CHALLENGE CUP (HANDICAP),9,TURF - C+3 Course,1 1 1 4,A S Cruz,Ho C.Y.,何澤堯,4.0,C Y Ho,Cruz A.S.,告東尼,9.0,A S Cruz
8,奇真 ,T093,FR,King Luna,KIRAM,12/04/2011,Kiram,PP,Elusive City,5ccbfdbacce52f167aeb8ba5,120,Class 3,T093,2015-12-19 00:00:00,1119,1600M,12,1:36.06,GOOD,KIRAM,9.0,G Benoist,2-3/4,1165000,15,5,ST,THE TUNG WAH GROUP OF HOSPITALS 145TH ANNIVERSARY CHALLENGE CUP (HANDICAP),9,TURF - C+3 Course,11 12 11 5,D E Ferraris,Benoist G.,貝諾華,6.0,G Benoist,Ferraris D.E.,霍利時,4.0,D E Ferraris
8,最新鮮 ,T190,IRE,Princess Serena,INVINCIBLE FRESH,23/02/2011,Invincible Fresh,PP,Footstepsinthesand,5ccbfdbacce52f167aeb8ba8,124,Class 3,T190,2015-12-19 00:00:00,1017,1600M,7,1:36.34,GOOD,INVINCIBLE FRESH,5.0,K Teetan,4-1/2,1165000,6.9,8,ST,THE TUNG WAH GROUP OF HOSPITALS 145TH ANNIVERSARY CHALLENGE CUP (HANDICAP),9,TURF - C+3 Course,5 6 6 8,C Fownes,Teetan K.,田泰安,8.0,K Teetan,Fownes C.,方嘉柏,8.0,C Fownes
7,閃電王 ,V013,NZ,Creil,MCQUEEN,09/11/2011,Mcqueen,PP,Alamosa,5ccbfdbacce52f167aeb8ba9,133,Class 3,V013,2015-12-19 00:00:00,1051,1600M,11,1:36.37,GOOD,MCQUEEN,1.0,R Fourie,4-1/2,1165000,174,9,ST,THE TUNG WAH GROUP OF HOSPITALS 145TH ANNIVERSARY CHALLENGE CUP (HANDICAP),9,TURF - C+3 Course,12 11 13 9,D Cruz,Fourie R.,霍勵賢,3.0,R Fourie,Cruz D.,告達理,5.0,D Cruz
7,漸信名駒 ,T253,USA,Aucilla,JIMSON THE FAMOUS,26/03/2012,----,PPG,Yes It's True,5ccbfdbacce52f167aeb8bd2,128,Class 5,T253,2015-12-16 00:00:00,1047,1200M,2,1:12.25,GOOD,JIMSON THE FAMOUS,1.0,K C Ng,8,600000,70,10,HV,SPOONBILL HANDICAP,2,TURF - B Course,9 9 10,C H Yip,Ng K.C.,吳嘉晉,2.0,K C Ng,Yip C.H.,葉楚航,7.0,C H Yip
7,包裝騎士 ,T230,NZ,Golden Gamble,PACKING DRAGON,29/10/2011,----,PPG,Mastercraftsman,5ccbfdbacce52f167aeb8be2,130,Class 4,T230,2015-12-16 00:00:00,1160,2200M,6,2:19.30,GOOD,PACKING DRAGON,5.0,U Rispoli,HD,800000,9,2,HV,SEA EAGLE HANDICAP,4,TURF - B Course,1 3 2 3 1 2,P F Yiu,Rispoli U.,李寶利,0.0,U Rispoli,Yiu P.F.,姚本輝,7.0,P F Yiu
9,勁勇威龍 ,S078,NZ,Annie Daly,SPINNING DANCER,04/09/2009,Spinning Dancer,PP,Commands,5ccbfdbacce52f167aeb8bfa,130,Class 4,S078,2015-12-16 00:00:00,1030,1650M,4,1:42.06,GOOD,SPINNING DANCER,3.0,V Cheminaud,-,800000,27,1,HV,PEACOCK HANDICAP,6,TURF - B Course,3 3 3 1,S Woods,Cheminaud V.,湛明諾,6.0,V Cheminaud,Woods S.,胡森,5.0,S Woods
8,真好漢 ,T213,AUS,Santoya,SUPER MAN,24/08/2010,Santoya Cat,PP,Tale Of The Cat,5ccbfdbacce52f167aeb8c0e,105,Class 3,T213,2015-12-16 00:00:00,1219,1650M,10,1:42.20,GOOD,SUPER MAN,12.0,H N Wong,7-1/4,1165000,21,10,HV,FLAMINGO HANDICAP,7,TURF - B Course,8 7 7 10,W Y So,Wong H.N.,黃皓楠,6.0,H N Wong,So W.Y.,蘇偉賢,7.0,W Y So
8,騰煌 ,S447,NZ,Queen To Be,TEN FLAMES,20/10/2010,----,PPG,O'Reilly,5ccbfdbacce52f167aeb8c11,117,Class 3,S447,2015-12-16 00:00:00,1118,1200M,1,1:10.41,GOOD,TEN FLAMES,9.0,J Moreira,-,1165000,2.2,1,HV,ALBATROSS HANDICAP,8,TURF - B Course,7 6 1,L Ho,Moreira J.,莫雷拉,25.0,J Moreira,Ho L.,何良,8.0,L Ho
7,香江穩勝 ,T254,AUS,Miss Love,HARBOUR ALERT,21/08/2011,Harbour Alert,PP,Alert,5ccbfdbacce52f167aeb8c12,122,Class 3,T254,2015-12-16 00:00:00,1273,1200M,6,1:10.42,GOOD,HARBOUR ALERT,6.0,D Whyte,SH,1165000,5.4,2,HV,ALBATROSS HANDICAP,8,TURF - B Course,1 1 2,D Cruz,Whyte D.,韋達,7.0,D Whyte,Cruz D.,告達理,5.0,D Cruz
6,哥哥仔 ,V074,AUS,Libor Lady,OTOUTO,25/09/2012,Libidosun,PP,Haradasun,5ccbfdbacce52f167aeb8c13,124,Class 3,V074,2015-12-16 00:00:00,1015,1200M,2,1:10.47,GOOD,OTOUTO,4.0,G Benoist,N,1165000,162,3 DH,HV,ALBATROSS HANDICAP,8,TURF - B Course,9 8 3,D J Hall,Benoist G.,貝諾華,6.0,G Benoist,Hall D.J.,賀賢,8.0,D J Hall
8,火麒麟 ,T052,GB,Sparkling Eyes,RED KYLIN,23/04/2011,Blurred Vision,PP,Royal Applause,5ccbfdbacce52f167aeb8c14,114,Class 3,T052,2015-12-16 00:00:00,1086,1200M,12,1:10.47,GOOD,RED KYLIN,12.0,K Teetan,N,1165000,23,3 DH,HV,ALBATROSS HANDICAP,8,TURF - B Course,11 12 3,P F Yiu,Teetan K.,田泰安,8.0,K Teetan,Yiu P.F.,姚本輝,7.0,P F Yiu
7,大龍騰 ,T381,AUS,Sweet Maggie,MASSIVE MILLENNIUM,30/08/2011,Vinnie Eagle,PP,I Am Invincible,5ccbfdbacce52f167aeb8c1b,133,Class 3,T381,2015-12-16 00:00:00,1153,1200M,10,1:11.26,GOOD,MASSIVE MILLENNIUM,1.0,V Cheminaud,5-1/4,1165000,270,11,HV,ALBATROSS HANDICAP,8,TURF - B Course,12 11 11,D E Ferraris,Cheminaud V.,湛明諾,6.0,V Cheminaud,Ferraris D.E.,霍利時,4.0,D E Ferraris
6,人民武士 ,T305,AUS,Allegra,PEOPLE'S KNIGHT,22/10/2012,----,PPG,Exceed And Excel,5ccbfdbacce52f167aeb8c1e,119,Class 3,T305,2015-12-13 00:00:00,1163,1400M,8,1:22.39,GOOD,PEOPLE'S KNIGHT,8.0,T Berry,2,1165000,5.7,2,ST,SILENT WITNESS HANDICAP,1,TURF - A Course,2 4 2 2,J Moore,Berry T.,貝湯美,12.0,T Berry,Moore J.,約翰摩亞,10.0,J Moore
