# # Age,Chinese Name,Code,Country Of Origin,Dam,English Name,Foaling Date,Former Name,Import Type,Sire,_id,awt,class,code,date,dhw,dist,draw,finishTime,going,horseName,horseNo,jockey,lbw,money,odds,plc,raceCource,raceName,raceNo,road,runPos,trainer,Jockey,騎師,Win_x,Jockey2,Trainer,練馬師,Win_y,Trainer2
8,觀自在 ,S015,NZ,Asiana,ISHVARA,05/10/2010,----,PPG,Coats Choice,5ccbfdbacce52f167aeb83c5,117,Class 2,S015,2016-02-28 00:00:00,1084,1600M,13,1:35.35,GOOD,ISHVARA,12.0,M L Yeung,3/4,1650000,29,2,ST,CITI MORTGAGE SERVICES HANDICAP,9,TURF - B Course,1 1 1 2,T P Yung,Yeung M.L.,楊明綸,6.0,M L Yeung,Yung T.P.,容天鵬,7.0,T P Yung
7,川河寶駒 ,T375,AUS,Apocrypha,SICHUAN DAR,29/09/2011,Affirmation,PP,Not A Single Doubt,5ccbfdbacce52f167aeb83c9,119,Class 2,T375,2016-02-28 00:00:00,995,1600M,1,1:35.70,GOOD,SICHUAN DAR,13.0,J Moreira,3,1650000,3,6,ST,CITI MORTGAGE SERVICES HANDICAP,9,TURF - B Course,8 10 11 6,C Fownes,Moreira J.,莫雷拉,25.0,J Moreira,Fownes C.,方嘉柏,8.0,C Fownes
7,壯思飛 ,V110,IRE,Bargouzine,JOYFUL TRINITY,04/03/2012,Baghadur,PP,Zanzibari,5ccbfdbacce52f167aeb83ca,126,Class 2,V110,2016-02-28 00:00:00,1150,1600M,7,1:35.74,GOOD,JOYFUL TRINITY,4.0,M Barzalona,3-1/4,1650000,42,7,ST,CITI MORTGAGE SERVICES HANDICAP,9,TURF - B Course,12 11 9 7,J Moore,Barzalona M.,巴米高,0.0,M Barzalona,Moore J.,約翰摩亞,10.0,J Moore
7,君臨大地 ,V192,FR,Wings Of Glory,AMAZING AGILITY,20/04/2012,Ajalo,PP,King's Best,5ccbfdbacce52f167aeb83d0,125,Class 2,V192,2016-02-28 00:00:00,988,1600M,2,1:36.35,GOOD,AMAZING AGILITY,5.0,K Teetan,7,1650000,267,13,ST,CITI MORTGAGE SERVICES HANDICAP,9,TURF - B Course,10 13 13 13,D E Ferraris,Teetan K.,田泰安,8.0,K Teetan,Ferraris D.E.,霍利時,4.0,D E Ferraris
7,將才 ,V125,IRE,Cromac,GENERAL SHERMAN,16/04/2012,General Sherman,PP,Teofilo,5ccbfdbacce52f167aeb83d1,113,Class 2,V125,2016-02-28 00:00:00,1081,1600M,3,1:36.60,GOOD,GENERAL SHERMAN,14.0,K C Ng,8-1/2,1650000,65,14,ST,CITI MORTGAGE SERVICES HANDICAP,9,TURF - B Course,11 12 14 14,A S Cruz,Ng K.C.,吳嘉晉,2.0,K C Ng,Cruz A.S.,告東尼,9.0,A S Cruz
7,歡樂一生 ,T134,AUS,Cheer Girl,JOYFUL MOMENTS,15/10/2011,Sequential Leader,PPG,Sequalo,5ccbfdbacce52f167aeb83d3,121,Class 3,T134,2016-02-28 00:00:00,1106,1400M,3,1:22.05,GOOD,JOYFUL MOMENTS,7.0,N Callan,SH,1165000,12,2,ST,CITI INSURANCE SERVICES HANDICAP,10,TURF - B Course,4 6 5 2,R Gibson,Callan N.,郭能,8.0,N Callan,Gibson R.,高伯新,5.0,R Gibson
7,閃耀鑽皇 ,S347,NZ,The Dazzler,DIAMOND KING,03/09/2011,----,ISG,O'Reilly,5ccbfdbacce52f167aeb83d4,120,Class 3,S347,2016-02-28 00:00:00,1129,1400M,6,1:22.29,GOOD,DIAMOND KING,9.0,Y T Cheng,1-1/2,1165000,4.6,3,ST,CITI INSURANCE SERVICES HANDICAP,10,TURF - B Course,1 3 3 3,T P Yung,Cheng Y.T.,鄭雨滇,4.0,Y T Cheng,Yung T.P.,容天鵬,7.0,T P Yung
7,旺財生暉 ,S418,AUS,Get A Life,RADIANT BUNNY,26/08/2011,Sovereign Son,PP,Tycoon Ruler,5ccbfdbacce52f167aeb83d5,128,Class 3,S418,2016-02-28 00:00:00,1102,1400M,11,1:22.35,GOOD,RADIANT BUNNY,2.0,Z Purton,2,1165000,8.3,4,ST,CITI INSURANCE SERVICES HANDICAP,10,TURF - B Course,7 7 11 4,C H Yip,Purton Z.,潘頓,15.0,Z Purton,Yip C.H.,葉楚航,7.0,C H Yip
6,人民武士 ,T305,AUS,Allegra,PEOPLE'S KNIGHT,22/10/2012,----,PPG,Exceed And Excel,5ccbfdbacce52f167aeb83d8,127,Class 3,T305,2016-02-28 00:00:00,1168,1400M,13,1:22.59,GOOD,PEOPLE'S KNIGHT,4.0,T Berry,3-1/2,1165000,6.5,7,ST,CITI INSURANCE SERVICES HANDICAP,10,TURF - B Course,10 13 10 7,J Moore,Berry T.,貝湯美,12.0,T Berry,Moore J.,約翰摩亞,10.0,J Moore
9,大笑大少 ,P297,AUS,Zazie,LAUGH OUT LOUD,24/10/2009,Queneau,PP,Casino Prince,5ccbfdbacce52f167aeb83dd,111,Class 3,P297,2016-02-28 00:00:00,1129,1400M,1,1:23.38,GOOD,LAUGH OUT LOUD,8.0,K K Chiong,8-1/2,1165000,79,12,ST,CITI INSURANCE SERVICES HANDICAP,10,TURF - B Course,2 2 2 12,K L Man,Chiong K.K.,蔣嘉琦,12.0,K K Chiong,Man K.L.,文家良,8.0,K L Man
7,金飯碗 ,T289,GB,Lalectra,SHOWING CHARACTER,15/04/2012,Showing Character,PP,Showcasing,5ccbfdbacce52f167aeb83e7,132,Class 4,T289,2016-02-24 00:00:00,1086,1000M,7,0:59.02,GOOD,SHOWING CHARACTER,3.0,B Prebble,8-3/4,800000,14,7,HV,TSUI MAN HANDICAP,1,TURF - C Course,12 12 7,D E Ferraris,Prebble B.,柏寶,10.0,B Prebble,Ferraris D.E.,霍利時,4.0,D E Ferraris
6,紅衣醒神 ,V153,AUS,With Fervour,MR STUNNING,17/10/2012,----,PPG,Exceed And Excel,5ccbfdbacce52f167aeb83fa,133,Class 4,V153,2016-02-24 00:00:00,1147,1200M,2,1:11.09,GOOD,MR STUNNING,1.0,K Teetan,-,800000,1.4,1,HV,VILLAGE HANDICAP,3,TURF - C Course,3 4 1,J Size,Teetan K.,田泰安,8.0,K Teetan,Size J.,蔡約翰,15.0,J Size
7,自由飛翔 ,T292,IRE,Ramamara,LETSGOFREE,16/02/2012,----,PPG,Fast Company,5ccbfdbacce52f167aeb8400,125,Class 4,T292,2016-02-24 00:00:00,977,1200M,4,1:11.74,GOOD,LETSGOFREE,9.0,M Chadwick,4,800000,54,7,HV,VILLAGE HANDICAP,3,TURF - C Course,10 11 7,K W Lui,Chadwick M.,蔡明紹,4.0,M Chadwick,Lui K.W.,呂健威,11.0,K W Lui
8,醒目名駒 ,S393,AUS,Dearness,ROMANTIC TOUCH,20/10/2010,Romantic Touch,PP,Northern Meteor,5ccbfdbacce52f167aeb840b,133,Class 1,S393,2016-02-24 00:00:00,1156,1650M,6,1:40.24,GOOD,ROMANTIC TOUCH,1.0,N Callan,2-1/2,2400000,5.9,6,HV,SHAN KWONG HANDICAP,4,TURF - C Course,5 6 6 6,A S Cruz,Callan N.,郭能,8.0,N Callan,Cruz A.S.,告東尼,9.0,A S Cruz
10,富貴榮華 ,P324,IRE,Saoire,WEALTHY FORTUNE,17/02/2009,Requisition,PP,Invincible Spirit,5ccbfdbacce52f167aeb8414,115,Class 4,P324,2016-02-24 00:00:00,1029,1650M,2,1:41.96,GOOD,WEALTHY FORTUNE,10.0,K C Leung,2-1/4,800000,10,6,HV,YIK YAM HANDICAP,5,TURF - C Course,5 5 6 6,K L Man,Leung K.C.,梁家俊,6.0,K C Leung,Man K.L.,文家良,8.0,K L Man
7,可愛寶 ,T029,AUS,Minnie Deal,HO HO FEEL,13/09/2011,----,PPG,Henrythenavigator,5ccbfdbacce52f167aeb8415,125,Class 4,T029,2016-02-24 00:00:00,1147,1650M,3,1:41.98,GOOD,HO HO FEEL,7.0,B Prebble,2-1/4,800000,5.7,7,HV,YIK YAM HANDICAP,5,TURF - C Course,6 6 5 7,C H Yip,Prebble B.,柏寶,10.0,B Prebble,Yip C.H.,葉楚航,7.0,C H Yip
8,怡德 ,T055,AUS,Gone Wild,THE SYLPH,12/09/2010,Tikitour,PP,Dane Shadow,5ccbfdbacce52f167aeb8416,128,Class 4,T055,2016-02-24 00:00:00,1016,1650M,10,1:42.38,GOOD,THE SYLPH,5.0,R Moore,4-3/4,800000,8.6,8,HV,YIK YAM HANDICAP,5,TURF - C Course,12 12 12 8,D E Ferraris,Moore R.,莫雅,14.0,R Moore,Ferraris D.E.,霍利時,4.0,D E Ferraris
8,真先生 ,S253,IRE,Secret Key,MR GENUINE,25/04/2011,Exogenesis,PP,Dark Angel,5ccbfdbacce52f167aeb841c,112,Class 1,S253,2016-02-24 00:00:00,1074,1200M,1,1:10.20,GOOD,MR GENUINE,10.0,M L Yeung,2,2400000,4.7,2,HV,THE HAPPY VALLEY TROPHY (HANDICAP),6,TURF - C Course,5 5 2,D J Hall,Yeung M.L.,楊明綸,6.0,M L Yeung,Hall D.J.,賀賢,8.0,D J Hall
8,英勇大師 ,S212,AUS,Jessepic,KEY WITNESS,03/10/2010,Fujimoto,PPG,Show A Heart,5ccbfdbacce52f167aeb8420,118,Class 1,S212,2016-02-24 00:00:00,1201,1200M,9,1:10.41,GOOD,KEY WITNESS,5.0,D Whyte,3-1/2,2400000,16,6,HV,THE HAPPY VALLEY TROPHY (HANDICAP),6,TURF - C Course,6 6 6,A S Cruz,Whyte D.,韋達,7.0,D Whyte,Cruz A.S.,告東尼,9.0,A S Cruz
8,連利之星 ,S093,NZ,Dantessa,STAR MAJESTIC,09/10/2010,----,PPG,Sakhee's Secret,5ccbfdbacce52f167aeb8426,131,Class 3,S093,2016-02-24 00:00:00,1109,1650M,8,1:40.26,GOOD,STAR MAJESTIC,2.0,N Callan,-,1165000,22,1,HV,KING KWONG HANDICAP,7,TURF - C Course,8 7 5 1,P O'Sullivan,Callan N.,郭能,8.0,N Callan,O'Sullivan P.,蘇保羅,13.0,P O'Sullivan
8,麯院風荷 ,T112,IRE,Ebadiyla,LOTUS BREEZE,13/03/2011,Ebanoran,PP,Oasis Dream,5ccbfdbacce52f167aeb842a,124,Class 3,T112,2016-02-24 00:00:00,1092,1650M,4,1:40.69,GOOD,LOTUS BREEZE,8.0,B Prebble,2-3/4,1165000,15,5,HV,KING KWONG HANDICAP,7,TURF - C Course,7 8 7 5,W Y So,Prebble B.,柏寶,10.0,B Prebble,So W.Y.,蘇偉賢,7.0,W Y So
8,大運舞台 ,T256,NZ,The Quarewan,THE SHOW,17/09/2010,The Show,PP,High Chaparral,5ccbfdbacce52f167aeb842c,116,Class 3,T256,2016-02-24 00:00:00,1091,1650M,9,1:40.83,GOOD,THE SHOW,11.0,C Y Ho,3-1/2,1165000,44,6,HV,KING KWONG HANDICAP,7,TURF - C Course,5 6 9 6,C H Yip,Ho C.Y.,何澤堯,4.0,C Y Ho,Yip C.H.,葉楚航,7.0,C H Yip
8,騰煌 ,S447,NZ,Queen To Be,TEN FLAMES,20/10/2010,----,PPG,O'Reilly,5ccbfdbacce52f167aeb842d,120,Class 3,S447,2016-02-24 00:00:00,1115,1650M,10,1:40.99,GOOD,TEN FLAMES,9.0,K C Leung,4-1/2,1165000,20,8,HV,KING KWONG HANDICAP,7,TURF - C Course,2 2 2 8,L Ho,Leung K.C.,梁家俊,6.0,K C Leung,Ho L.,何良,8.0,L Ho
9,上浦猛將 ,P429,NZ,Plaything,GENERAL IRON,06/11/2009,Big Iron,PP,Towkay,5ccbfdbacce52f167aeb8434,131,Class 3,P429,2016-02-24 00:00:00,1138,1200M,4,1:10.51,GOOD,GENERAL IRON,2.0,K C Leung,1/2,1165000,8.2,3,HV,BLUE POOL HANDICAP,8,TURF - C Course,5 6 3,C S Shum,Leung K.C.,梁家俊,6.0,K C Leung,Shum C.S.,沈集成,12.0,C S Shum
8,旅遊首席 ,T098,IRE,Starship,TRAVEL FIRST,19/03/2011,Bilimbi,PP,Duke Of Marmalade,5ccbfdbacce52f167aeb8437,130,Class 3,T098,2016-02-24 00:00:00,1174,1200M,3,1:10.70,GOOD,TRAVEL FIRST,8.0,N Callan,1-3/4,1165000,3.7,5,HV,BLUE POOL HANDICAP,8,TURF - C Course,8 8 5,C H Yip,Callan N.,郭能,8.0,N Callan,Yip C.H.,葉楚航,7.0,C H Yip
7,越感 ,T273,AUS,Twirling Heights,FANTASTIC FEELING,28/08/2011,Fantastic Feeling,PP,Show A Heart,5ccbfdbacce52f167aeb843a,128,Class 3,T273,2016-02-24 00:00:00,1178,1200M,6,1:11.03,GOOD,FANTASTIC FEELING,9.0,R Moore,3-3/4,1165000,3.2,9,HV,BLUE POOL HANDICAP,8,TURF - C Course,7 9 9,D E Ferraris,Moore R.,莫雅,14.0,R Moore,Ferraris D.E.,霍利時,4.0,D E Ferraris
7,包裝騎士 ,T230,NZ,Golden Gamble,PACKING DRAGON,29/10/2011,----,PPG,Mastercraftsman,5ccbfdbacce52f167aeb843e,119,Class 3,T230,2016-02-24 00:00:00,1172,1800M,9,1:51.10,GOOD,PACKING DRAGON,11.0,K Teetan,-,1165000,3.1,1,HV,SING WOO HANDICAP,9,TURF - C Course,1 1 1 1 1,P F Yiu,Teetan K.,田泰安,8.0,K Teetan,Yiu P.F.,姚本輝,7.0,P F Yiu
8,非常堅 ,T146,IRE,Luas Line,JOLLY GENE,30/01/2011,Impulsive Moment,PP,Galileo,5ccbfdbacce52f167aeb8442,129,Class 3,T146,2016-02-24 00:00:00,1093,1800M,5,1:51.59,GOOD,JOLLY GENE,4.0,M L Yeung,3,1165000,9.9,5,HV,SING WOO HANDICAP,9,TURF - C Course,3 5 6 7 5,A S Cruz,Yeung M.L.,楊明綸,6.0,M L Yeung,Cruz A.S.,告東尼,9.0,A S Cruz
8,其樂無窮 ,S147,GB,Puzzling,HAPPY ROCKY,03/04/2011,----,PPG,Champs Elysees,5ccbfdbacce52f167aeb8446,132,Class 3,S147,2016-02-24 00:00:00,1106,1800M,3,1:51.92,GOOD,HAPPY ROCKY,3.0,B Prebble,5-1/4,1165000,17,9,HV,SING WOO HANDICAP,9,TURF - C Course,10 11 11 11 9,A Lee,Prebble B.,柏寶,10.0,B Prebble,Lee A.,李易達,6.0,A Lee
7,事勝意 ,T391,NZ,Lacada,GIANT TURTLE,22/10/2011,Giant Turtle,PP,Zabeel,5ccbfdbacce52f167aeb8449,120,Class 3,T391,2016-02-24 00:00:00,1045,1800M,6,1:52.68,GOOD,GIANT TURTLE,10.0,H W Lai,10,1165000,201,12,HV,SING WOO HANDICAP,9,TURF - C Course,6 7 5 6 12,A Schutz,Lai H.W.,黎海榮,4.0,H W Lai,Schutz A.,孫達志,4.0,A Schutz
6,南京之友 ,V140,AUS,She's The One,FRIENDS OF NANJING,25/09/2012,Golden Thirst,PPG,Jet Spur,5ccbfdbacce52f167aeb844a,125,Class 4,V140,2016-02-21 00:00:00,1154,1200M,6,1:10.29,GOOD,FRIENDS OF NANJING,6.0,K C Leung,-,800000,15,1,ST,BUTTERFLY HANDICAP,1,TURF - A Course,8 8 1,T P Yung,Leung K.C.,梁家俊,6.0,K C Leung,Yung T.P.,容天鵬,7.0,T P Yung
6,銀城福星 ,V088,AUS,Dancescape,RICHCITY FORTUNE,27/09/2012,Lope Too,PPG,Lope de Vega,5ccbfdbacce52f167aeb844c,124,Class 4,V088,2016-02-21 00:00:00,1123,1200M,2,1:10.59,GOOD,RICHCITY FORTUNE,12.0,J Moreira,2,800000,3.4,3,ST,BUTTERFLY HANDICAP,1,TURF - A Course,3 4 3,J Moore,Moreira J.,莫雷拉,25.0,J Moreira,Moore J.,約翰摩亞,10.0,J Moore
7,勝利仔 ,S355,NZ,La Bella Dama,VICTORY BOYS,12/11/2011,----,PPG,Mastercraftsman,5ccbfdbacce52f167aeb844f,113,Class 4,S355,2016-02-21 00:00:00,1192,1200M,9,1:10.77,GOOD,VICTORY BOYS,14.0,K C Ng,3,800000,108,6,ST,BUTTERFLY HANDICAP,1,TURF - A Course,12 11 6,D J Hall,Ng K.C.,吳嘉晉,2.0,K C Ng,Hall D.J.,賀賢,8.0,D J Hall
6,財寶家駒 ,V101,AUS,Truly Kissed,HOME RUN,25/09/2012,----,PPG,Hinchinbrook,5ccbfdbacce52f167aeb8450,127,Class 4,V101,2016-02-21 00:00:00,1077,1200M,13,1:10.85,GOOD,HOME RUN,7.0,D Whyte,3-1/2,800000,29,7,ST,BUTTERFLY HANDICAP,1,TURF - A Course,11 12 7,Y S Tsui,Whyte D.,韋達,7.0,D Whyte,Tsui Y.S.,徐雨石,8.0,Y S Tsui
7,金錢炮 ,T022,AUS,Dance Hit,GOLDEN CANNON,18/09/2011,----,PPG,Danzero,5ccbfdbacce52f167aeb8452,123,Class 4,T022,2016-02-21 00:00:00,972,1200M,12,1:10.87,GOOD,GOLDEN CANNON,13.0,M Chadwick,3-3/4,800000,195,9,ST,BUTTERFLY HANDICAP,1,TURF - A Course,7 5 9,D Cruz,Chadwick M.,蔡明紹,4.0,M Chadwick,Cruz D.,告達理,5.0,D Cruz
8,凱旋星光 ,T224,NZ,Bexley,TRIUMPHANT LIGHT,01/11/2010,Be The Most,PP,Alamosa,5ccbfdbacce52f167aeb846a,130,Class 4,T224,2016-02-21 00:00:00,1060,1400M,4,1:24.35,GOOD,TRIUMPHANT LIGHT,5.0,K Teetan,1-1/4,800000,15,4,ST,LUNG YAT HANDICAP,3,TURF - A Course,3 3 4 4,D E Ferraris,Teetan K.,田泰安,8.0,K Teetan,Ferraris D.E.,霍利時,4.0,D E Ferraris
7,祥勝駿駒 ,T331,GB,Dixie Belle,ACE KING,19/05/2012,----,ISG,Exceed And Excel,5ccbfdbacce52f167aeb8471,122,Class 4,T331,2016-02-21 00:00:00,1117,1400M,13,1:24.94,GOOD,ACE KING,10.0,H W Lai,5,800000,192,11,ST,LUNG YAT HANDICAP,3,TURF - A Course,14 13 14 11,L Ho,Lai H.W.,黎海榮,4.0,H W Lai,Ho L.,何良,8.0,L Ho
6,瀟灑王子 ,V069,AUS,Angora,CARE FREE PRINCE,21/08/2012,Care Free Boy,PPG,Street Sense,5ccbfdbacce52f167aeb8474,126,Class 4,V069,2016-02-21 00:00:00,1120,1400M,1,1:25.23,GOOD,CARE FREE PRINCE,9.0,G Mosse,6-3/4,800000,65,14,ST,LUNG YAT HANDICAP,3,TURF - A Course,6 6 7 14,K L Man,Mosse G.,巫斯義,6.0,G Mosse,Man K.L.,文家良,8.0,K L Man
7,駕迅 ,T063,AUS,Rondalla,AMBITIOUS SPEEDY,14/09/2011,Dallas Cowboy,PPG,Bon Hoffa,5ccbfdbacce52f167aeb8477,118,Class 4,T063,2016-02-21 00:00:00,1175,1400M,10,1:24.23,GOOD,AMBITIOUS SPEEDY,12.0,H W Lai,1-1/4,800000,31,3,ST,LUNG YAT HANDICAP,4,TURF - A Course,10 8 8 3,A Lee,Lai H.W.,黎海榮,4.0,H W Lai,Lee A.,李易達,6.0,A Lee
7,英明神駒 ,V046,FR,Ashalanda,RICKFIELD,08/04/2012,Ashlan,PP,Dansili,5ccbfdbacce52f167aeb848a,121,Class 2,V046,2016-02-21 00:00:00,1089,2000M,6,2:04.39,GOOD,RICKFIELD,9.0,K Teetan,9-1/4,1650000,76,8,ST,THE YAN OI TONG CUP (HANDICAP),5,TURF - A Course,10 11 11 10 8,A T Millard,Teetan K.,田泰安,8.0,K Teetan,Millard A.T.,苗禮德,8.0,A T Millard
6,好叻仔 ,V102,AUS,Free Spirited,SUPERIOR BOY,11/11/2012,----,PPG,Magic Albert,5ccbfdbacce52f167aeb8491,125,Class 4,V102,2016-02-21 00:00:00,1151,1200M,1,1:10.95,GOOD,SUPERIOR BOY,11.0,N Rawiller,N,800000,4.7,3,ST,BUTTERFLY HANDICAP,6,TURF - A Course,3 3 3,C W Chang,Rawiller N.,羅理雅,8.0,N Rawiller,Chang C.W.,鄭俊偉,5.0,C W Chang
6,全勝姿態 ,V011,AUS,Evening Pleasures,FORMULA GALORE,29/10/2012,Wan Chai Warrior,PPG,Not A Single Doubt,5ccbfdbacce52f167aeb8494,122,Class 4,V011,2016-02-21 00:00:00,1101,1200M,13,1:11.24,GOOD,FORMULA GALORE,13.0,K Teetan,2,800000,18,6,ST,BUTTERFLY HANDICAP,6,TURF - A Course,13 13 6,C Fownes,Teetan K.,田泰安,8.0,K Teetan,Fownes C.,方嘉柏,8.0,C Fownes
9,中華壹號 ,T207,IRE,Lucky Norwegian,LOVE CHUNGHWA,26/04/2010,Charter,PP,Elusive City,5ccbfdbacce52f167aeb849a,130,Class 4,T207,2016-02-21 00:00:00,1130,1200M,9,1:11.78,GOOD,LOVE CHUNGHWA,3.0,B Prebble,5-1/2,800000,20,12,ST,BUTTERFLY HANDICAP,6,TURF - A Course,10 11 12,A Lee,Prebble B.,柏寶,10.0,B Prebble,Lee A.,李易達,6.0,A Lee
7,閃電王 ,V013,NZ,Creil,MCQUEEN,09/11/2011,Mcqueen,PP,Alamosa,5ccbfdbacce52f167aeb84a3,126,Hong Kong Group One,V013,2016-02-21 00:00:00,1053,1800M,4,1:48.83,GOOD,MCQUEEN,12.0,C Schofield,5-1/4,10000000,125,7,ST,THE HONG KONG CLASSIC CUP,7,TURF - A Course,3 3 4 4 7,D Cruz,Schofield C.,史卓豐,7.0,C Schofield,Cruz D.,告達理,5.0,D Cruz
7,綠色勁駒 ,V184,USA,Photograph,GREEN DISPATCH,19/02/2012,War Dispatch,PP,War Front,5ccbfdbacce52f167aeb84a6,126,Hong Kong Group One,V184,2016-02-21 00:00:00,1191,1800M,8,1:49.56,GOOD,GREEN DISPATCH,7.0,M Chadwick,9-3/4,10000000,232,10,ST,THE HONG KONG CLASSIC CUP,7,TURF - A Course,2 1 1 2 10,A S Cruz,Chadwick M.,蔡明紹,4.0,M Chadwick,Cruz A.S.,告東尼,9.0,A S Cruz
7,鑽飾飛龍 ,V002,AUS,Umatilly,DIAMOND DRAGON,14/11/2011,Diamond Dragon,PP,Not A Single Doubt,5ccbfdbacce52f167aeb84ad,131,Class 3,V002,2016-02-21 00:00:00,1122,1200M,9,1:10.11,GOOD,DIAMOND DRAGON,2.0,B Prebble,3-1/2,1165000,13,5,ST,ON TING HANDICAP,8,TURF - A Course,11 12 5,K W Lui,Prebble B.,柏寶,10.0,B Prebble,Lui K.W.,呂健威,11.0,K W Lui
7,爪皇烈焰 ,T353,AUS,Princess Laya,NITRO EXPRESS,12/08/2011,Alderaanian,PP,Nadeem,5ccbfdbacce52f167aeb84b0,119,Class 3,T353,2016-02-21 00:00:00,1147,1200M,4,1:10.56,GOOD,NITRO EXPRESS,10.0,K Teetan,6-1/4,1165000,31,8,ST,ON TING HANDICAP,8,TURF - A Course,10 9 8,D E Ferraris,Teetan K.,田泰安,8.0,K Teetan,Ferraris D.E.,霍利時,4.0,D E Ferraris
8,旅遊首席 ,T098,IRE,Starship,TRAVEL FIRST,19/03/2011,Bilimbi,PP,Duke Of Marmalade,5ccbfdbacce52f167aeb84b8,120,Class 2,T098,2016-02-21 00:00:00,1177,1400M,12,1:22.42,GOOD,TRAVEL FIRST,11.0,C Schofield,NOSE,1650000,5.7,2,ST,TAI HING HANDICAP,9,TURF - A Course,3 3 2 2,C H Yip,Schofield C.,史卓豐,7.0,C Schofield,Yip C.H.,葉楚航,7.0,C H Yip
7,騰龍超影 ,T372,AUS,Borobodur,HARRIER JET,05/09/2011,Harrier Jet,PP,Dane Shadow,5ccbfdbacce52f167aeb84ba,121,Class 2,T372,2016-02-21 00:00:00,1136,1400M,4,1:22.58,GOOD,HARRIER JET,8.0,K C Leung,1,1650000,17,4,ST,TAI HING HANDICAP,9,TURF - A Course,4 4 3 4,P O'Sullivan,Leung K.C.,梁家俊,6.0,K C Leung,O'Sullivan P.,蘇保羅,13.0,P O'Sullivan
7,龍船鼓響 ,T286,IRE,Citron Presse,CITRON SPIRIT,12/04/2012,Citron Spirit,PP,Invincible Spirit,5ccbfdbacce52f167aeb84c0,117,Class 2,T286,2016-02-21 00:00:00,1031,1400M,3,1:23.14,GOOD,CITRON SPIRIT,12.0,C Y Ho,4-1/2,1650000,349,10,ST,TAI HING HANDICAP,9,TURF - A Course,8 8 8 10,C Fownes,Ho C.Y.,何澤堯,4.0,C Y Ho,Fownes C.,方嘉柏,8.0,C Fownes
6,勁有波幅 ,V081,AUS,Strikeline,HIGH VOLATILITY,03/11/2012,The Barrister,PP,Star Witness,5ccbfdbacce52f167aeb84c3,120,Class 2,V081,2016-02-21 00:00:00,1168,1400M,5,1:23.48,GOOD,HIGH VOLATILITY,13.0,Z Purton,6-3/4,1650000,28,13,ST,TAI HING HANDICAP,9,TURF - A Course,10 10 10 13,K W Lui,Purton Z.,潘頓,15.0,Z Purton,Lui K.W.,呂健威,11.0,K W Lui
7,小米周 ,T355,AUS,Bani Yas,LUCKY GIRL,25/09/2011,More Soccer,PP,Onemorenomore,5ccbfdbacce52f167aeb84c6,130,Class 3,T355,2016-02-21 00:00:00,1175,1600M,3,1:34.80,GOOD,LUCKY GIRL,4.0,S de Sousa,3/4,1165000,2.7,2,ST,WU KING HANDICAP,10,TURF - A Course,5 6 6 2,C H Yip,de Sousa S.,蘇兆輝,14.0,S de Sousa,Yip C.H.,葉楚航,7.0,C H Yip
7,神威敖翔 ,V150,AUS,Thunder Belle,MIGHTY MAVERICK,18/09/2011,Mighty Maverick,PP,Snitzel,5ccbfdbacce52f167aeb84c8,132,Class 3,V150,2016-02-21 00:00:00,1133,1600M,12,1:35.12,GOOD,MIGHTY MAVERICK,2.0,N Callan,2-3/4,1165000,19,4,ST,WU KING HANDICAP,10,TURF - A Course,3 3 4 4,D Cruz,Callan N.,郭能,8.0,N Callan,Cruz D.,告達理,5.0,D Cruz
8,勁嘉輝 ,T236,AUS,Myrrh,ENORMOUS HONOUR,22/10/2010,Enormous Honour,PP,Encosta de Lago,5ccbfdbacce52f167aeb84cd,133,Class 3,T236,2016-02-21 00:00:00,1141,1600M,1,1:35.94,GOOD,ENORMOUS HONOUR,1.0,R Moore,8,1165000,13,9,ST,WU KING HANDICAP,10,TURF - A Course,2 1 1 9,Y S Tsui,Moore R.,莫雅,14.0,R Moore,Tsui Y.S.,徐雨石,8.0,Y S Tsui
6,一片光明 ,T268,AUS,Karedane,NEW ASIA SUNRISE,30/10/2012,----,PPG,Written Tycoon,5ccbfdbacce52f167aeb84ef,133,Class 3,T268,2016-02-14 00:00:00,996,1200M,3,1:09.83,GOOD,NEW ASIA SUNRISE,1.0,R Moore,1,1165000,2.4,2,ST,HEATHER HANDICAP,3,TURF - C+3 Course,5 4 2,Y S Tsui,Moore R.,莫雅,14.0,R Moore,Tsui Y.S.,徐雨石,8.0,Y S Tsui
7,萬事欣 ,T129,AUS,Fairy Tree,MULTIMAX,24/09/2011,Magical Jester,PPG,Court Command,5ccbfdbacce52f167aeb84f0,111,Class 3,T129,2016-02-14 00:00:00,1138,1200M,7,1:10.03,GOOD,MULTIMAX,9.0,K C Ng,2-1/4,1165000,15,3,ST,HEATHER HANDICAP,3,TURF - C+3 Course,1 1 3,A S Cruz,Ng K.C.,吳嘉晉,2.0,K C Ng,Cruz A.S.,告東尼,9.0,A S Cruz
7,肥仔 ,V071,AUS,Carnebelle,IRON BOY,17/08/2011,Californian Man,PP,California Dane,5ccbfdbacce52f167aeb84f7,122,Class 3,V071,2016-02-14 00:00:00,1166,1200M,9,1:11.07,GOOD,IRON BOY,6.0,B Prebble,8-3/4,1165000,53,10,ST,HEATHER HANDICAP,3,TURF - C+3 Course,10 9 10,K W Lui,Prebble B.,柏寶,10.0,B Prebble,Lui K.W.,呂健威,11.0,K W Lui
